song_title,pipe_delimited_artist_list,love_song_category,top_10_debut_date_as_decimal,total_weeks_in_top_10
"Walk Like A Man","The 4 Seasons",Good Riddance,1963.11,7
"You've Really Got A Hold On Me","The Miracles",It's Complicated,1963.11,3
"Ruby Baby","Dion",Serenade,1963.11,6
"From A Jack To A King","Ned Miller",Serenade,1963.13,3
"Wild Weekend","The Rebels",,1963.15,3
"Blame It On The Bossa Nova","Eydie Gorme",Serenade,1963.15,5
"You're The Reason I'm Living","Bobby Darin",Serenade,1963.15,7
"What Will My Mary Say","Johnny Mathis",Pursuit,1963.17,4
"The End Of The World","Skeeter Davis",Heartache,1963.19,6
"Our Day Will Come","Ruby And The Romantics",Pursuit,1963.19,6
"He's So Fine","The Chiffons",Pursuit,1963.2,9
"South Street","The Orlons",,1963.22,5
"In Dreams","Roy Orbison",Heartache,1963.22,3
"Baby Workout","Jackie Wilson",,1963.24,5
"Our Winter Love","Bill Pursell",,1963.24,1
"Can't Get Used To Losing You","Andy Williams",Heartache,1963.26,7
"Young Lovers","Paul & Paula",Serenade,1963.26,4
"I Will Follow Him","Little Peggy March",Serenade,1963.28,8
"Do The Bird","Dee Dee Sharp",,1963.28,2
"Puff (The Magic Dragon)","Peter, Paul & Mary",,1963.28,6
"Pipeline","Chantay's",,1963.3,5
"Don't Say Nothin' Bad (About My Baby)","The Cookies",Serenade,1963.3,3
"Watermelon Man","Mongo Santamaria Band",,1963.32,2
"On Broadway","The Drifters",,1963.32,2
"Surfin' U.S.A.","The Beach Boys",,1963.34,6
"If You Wanna Be Happy","Jimmy Soul",,1963.34,6
"Losing You","Brenda Lee",Heartache,1963.36,4
"Foolish Little Girl","The Shirelles",Heartache,1963.36,3
"Reverend Mr. Black","The Kingston Trio",,1963.36,2
"I Love You Because","Al Martino",Serenade,1963.38,6
"Take These Chains From My Heart","Ray Charles",Heartache,1963.4,1
"Another Saturday Night","Sam Cooke",Heartache,1963.4,1
"It's My Party","Lesley Gore",Heartache,1963.4,7
"Two Faces Have I","Lou Christie",It's Complicated,1963.4,3
"Da Doo Ron Ron (When He Walked Me Home)","The Crystals",Pursuit,1963.42,4
"You Can't Sit Down","The Dovells",,1963.42,5
"Sukiyaki","Kyu Sakamoto",Heartache,1963.42,8
"Those Lazy-Hazy-Crazy Days Of Summer","Nat King Cole",,1963.43,4
"Still","Bill Anderson",Heartache,1963.43,3
"Hello Stranger","Barbara Lewis",Serenade,1963.45,5
"18 Yellow Roses","Bobby Darin",Heartache,1963.45,1
"Blue On Blue","Bobby Vinton",Heartache,1963.45,5
"One Fine Day","The Chiffons",Pursuit,1963.47,4
"Easier Said Than Done","The Essex",Heartache,1963.49,7
"Memphis","Lonnie Mack",,1963.49,5
"Surf City","Jan & Dean",Pursuit,1963.49,7
"Tie Me Kangaroo Down, Sport","Rolf Harris",,1963.51,5
"So Much In Love","The Tymes",Serenade,1963.51,7
"Wipe Out","The Surfaris",,1963.53,7
"Pride And Joy","Marvin Gaye",Serenade,1963.55,1
"Fingertips - Pt 2","Stevie Wonder",,1963.55,7
"(You're the) Devil In Disguise","Elvis Presley|The Jordanaires",It's Complicated,1963.55,6
"Blowin' In The Wind","Peter, Paul & Mary",,1963.57,7
"Just One Look","Doris Troy",Serenade,1963.57,2
"Judy's Turn To Cry","Lesley Gore",Good Riddance,1963.59,5
"More","Kai Winding",,1963.61,4
"Candy Girl","The 4 Seasons",Serenade,1963.61,5
"My Boyfriend's Back","The Angels",,1963.63,9
"Hello Mudduh, Hello Fadduh! (A Letter From Camp)","Allan Sherman",,1963.63,6
"Denise","Randy & The Rainbows",Serenade,1963.64,2
"Mockingbird","Inez Foxx|Charlie Foxx",,1963.66,3
"If I Had A Hammer","Trini Lopez",,1963.66,5
"The Monkey Time","Major Lance",,1963.68,2
"Blue Velvet","Bobby Vinton",Heartache,1963.68,8
"Heat Wave","Martha & The Vandellas",Serenade,1963.68,6
"Hey, Girl","Freddie Scott",Serenade,1963.68,1
"Sally, Go 'round The Roses","The Jaynetts",,1963.7,6
"Surfer Girl","The Beach Boys",Serenade,1963.7,2
"Then He Kissed Me","The Crystals",Serenade,1963.7,4
"Mickey's Monkey","The Miracles",,1963.72,2
"Cry Baby","Garnet Mimms & The Enchanters",Heartache,1963.72,6
"Wonderful! Wonderful!","The Tymes",Serenade,1963.74,2
"Be My Baby","The Ronettes",Pursuit,1963.74,6
"Busted","Ray Charles",,1963.76,6
"Sugar Shack","Jimmy Gilmer|The Fireballs",Serenade,1963.76,10
"Donna The Prima Donna","Dion DiMucci",It's Complicated,1963.78,4
"Mean Woman Blues","Roy Orbison",It's Complicated,1963.78,5
"Deep Purple","Nino Tempo|April Stevens",Serenade,1963.8,7
"Don't Think Twice, It's All Right","Peter, Paul & Mary",Good Riddance,1963.8,2
"Washington Square","The Village Stompers",,1963.82,7
"Maria Elena","Los Indios Tabajaras",,1963.84,4
"I Can't Stay Mad At You","Skeeter Davis",It's Complicated,1963.84,2
"It's All Right","The Impressions",Serenade,1963.84,5
"Bossa Nova Baby","Elvis Presley|The Jordanaires",,1963.86,4
"I'm Leaving It Up To You","Dale & Grace",It's Complicated,1963.86,7
"She's A Fool","Lesley Gore",Heartache,1963.87,4
"500 Miles Away From Home","Bobby Bare",,1963.87,1
"Everybody","Tommy Roe",,1963.87,6
"Dominique","The Singing Nun (Soeur Sourire)",,1963.89,9
"(Down At) Papa Joe's","The Dixiebelles",,1963.91,1
"Walking The Dog","Rufus Thomas",,1963.93,2
"Louie Louie","The Kingsmen",Heartache,1963.93,9
"You Don't Have To Be A Baby To Cry","The Caravelles",,1963.93,4
"Be True To Your School","The Beach Boys",,1963.93,4
"Since I Fell For You","Lenny Welch",Heartache,1963.95,5
"There! I've Said It Again","Bobby Vinton",Serenade,1963.95,9
"Drip Drop","Dion DiMucci",,1963.95,3
"Popsicles And Icicles","The Murmaids",Serenade,1963.97,6
"Talk Back Trembling Lips","Johnny Tillotson",Heartache,1963.99,3
"Forget Him","Bobby Rydell",Pursuit,1963.99,5
"Midnight Mary","Joey Powers",Heartache,1964.01,2
"Quicksand","Martha & The Vandellas",Pursuit,1964.01,1
"The Nitty Gritty","Shirley Ellis",,1964.01,3
"Surfin' Bird","The Trashmen",,1964.03,5
"Out Of Limits","The Marketts",,1964.05,5
"Hey Little Cobra","The Rip Chords",,1964.05,6
"Drag City","Jan & Dean",,1964.05,2
"I Want To Hold Your Hand","The Beatles",Pursuit,1964.07,12
"Um, Um, Um, Um, Um, Um","Major Lance",,1964.07,6
"For You","Rick Nelson",Serenade,1964.09,3
"Anyone Who Had A Heart","Dionne Warwick",Heartache,1964.09,3
"You Don't Own Me","Lesley Gore",Love Song for the Self,1964.09,5
"She Loves You","The Beatles",,1964.11,11
"What Kind Of Fool (Do You Think I Am)","The Tams",Good Riddance,1964.13,2
"Java","Al Hirt",,1964.13,6
"Dawn (Go Away)","The 4 Seasons",Heartache,1964.14,6
"California Sun","The Rivieras",,1964.14,4
"Navy Blue","Diane Renay",Heartache,1964.14,5
"Stop And Think It Over","Dale & Grace",It's Complicated,1964.16,2
"Please Please Me","The Beatles",Sexual Confidence,1964.16,7
"See The Funny Little Clown","Bobby Goldsboro",Heartache,1964.18,2
"Fun, Fun, Fun","The Beach Boys",,1964.18,4
"I Love You More And More Every Day","Al Martino",Serenade,1964.2,2
"Hello, Dolly!","Louis Armstrong And The All Stars",,1964.22,13
"Twist And Shout","The Beatles",,1964.22,7
"Glad All Over","The Dave Clark Five",Serenade,1964.24,5
"Suspicion","Terry Stafford",It's Complicated,1964.24,7
"My Heart Belongs To Only You","Bobby Vinton",Serenade,1964.24,2
"Can't Buy Me Love","The Beatles",,1964.26,6
"The Shoop Shoop Song (It's In His Kiss)","Betty Everett",Pursuit,1964.26,3
"Don't Let The Rain Come Down (Crooked Little Man)","The Serendipity Singers",,1964.28,6
"Dead Man's Curve","Jan & Dean",,1964.3,5
"Do You Want To Know A Secret","The Beatles",Pursuit,1964.3,5
"Bits And Pieces","The Dave Clark Five",Heartache,1964.32,5
"My Guy","Mary Wells",Serenade,1964.32,8
"Ronnie","The 4 Seasons|Frankie Valli",Pursuit,1964.34,4
"White On White","Danny Williams",Serenade,1964.36,2
"Love Me Do","The Beatles",Pursuit,1964.37,6
"It's Over","Roy Orbison",Heartache,1964.37,3
"Chapel Of Love","The Dixie Cups",Serenade,1964.39,7
"A World Without Love","Peter And Gordon",Heartache,1964.39,8
"Love Me With All Your Heart (Cuando Calienta El Sol)","The Ray Charles Singers",Serenade,1964.39,6
"(Just Like) Romeo & Juliet","The Reflections",Serenade,1964.39,3
"Walk On By","Dionne Warwick",Heartache,1964.41,5
"Little Children","Billy J. Kramer|The Dakotas",Serenade,1964.41,3
"P.S. I Love You","The Beatles",Heartache,1964.43,1
"I Get Around","The Beach Boys",Sexual Confidence,1964.45,9
"People","Barbra Streisand",,1964.45,5
"My Boy Lollipop","Millie Small",Serenade,1964.47,5
"Diane","The Bachelors",Serenade,1964.47,1
"Don't Let The Sun Catch You Crying","Gerry And The Pacemakers",Heartache,1964.47,5
"Memphis","Johnny Rivers",Heartache,1964.49,6
"Bad To Me","Billy J. Kramer|The Dakotas",Serenade,1964.49,2
"Rag Doll","The 4 Seasons|Frankie Valli",,1964.51,7
"Can't You See That She's Mine","The Dave Clark Five",Serenade,1964.51,4
"No Particular Place To Go","Chuck Berry",,1964.53,1
"The Girl From Ipanema","Stan Getz|Astrud Gilberto",Serenade,1964.53,4
"Dang Me","Roger Miller",,1964.55,4
"Keep On Pushing","The Impressions",,1964.55,2
"The Little Old Lady (From Pasadena)","Jan & Dean",,1964.55,5
"Wishin' And Hopin'","Dusty Springfield",Pursuit,1964.57,5
"A Hard Day's Night","The Beatles",Serenade,1964.57,8
"Everybody Loves Somebody","Dean Martin",Serenade,1964.58,8
"Where Did Our Love Go","The Supremes",Heartache,1964.58,9
"I Wanna Love Him So Bad","The Jelly Beans",Pursuit,1964.6,2
"Under The Boardwalk","The Drifters",Serenade,1964.6,5
"House Of The Rising Sun","The Animals",,1964.62,8
"C'mon And Swim","Bobby Freeman",,1964.62,5
"How Do You Do It?","Gerry And The Pacemakers",,1964.64,3
"Because","The Dave Clark Five",Serenade,1964.64,5
"Walk-Don't Run '64","The Ventures",,1964.64,2
"Bread And Butter","The Newbeats",,1964.66,7
"G.T.O.","Ronny And The Daytonas",,1964.68,6
"Oh, Pretty Woman","Roy Orbison|The Candy Men",Pursuit,1964.7,8
"Remember (Walkin' in the Sand)","The Shangri-Las",Heartache,1964.7,6
"Do Wah Diddy Diddy","Manfred Mann",Pursuit,1964.72,9
"Dancing In The Street","Martha & The Vandellas",,1964.72,7
"It Hurts To Be In Love","Gene Pitney",Heartache,1964.74,4
"Save It For Me","The 4 Seasons|Frankie Valli",Pursuit,1964.74,2
"We'll Sing In The Sunshine","Gale Garnett",Heartache,1964.76,6
"Last Kiss","J. Frank Wilson and The Cavaliers",Heartache,1964.78,8
"A Summer Song","Chad & Jeremy",Heartache,1964.78,3
"Let It Be Me","Betty Everett|Jerry Butler",Serenade,1964.8,5
"When I Grow Up (To Be A Man)","The Beach Boys",,1964.8,2
"Have I The Right?","The Honeycombs",It's Complicated,1964.81,5
"Baby Love","The Supremes",Heartache,1964.81,8
"Little Honda","The Hondells",,1964.83,1
"Chug-A-Lug","Roger Miller",,1964.83,2
"The Door Is Still Open To My Heart","Dean Martin",It's Complicated,1964.85,3
"Come A Little Bit Closer","Jay & The Americans",Pursuit,1964.85,4
"Leader Of The Pack","The Shangri-Las",Heartache,1964.85,5
"She's Not There","The Zombies",Heartache,1964.87,8
"Ringo","Lorne Greene",,1964.87,7
"Time Is On My Side","The Rolling Stones",Pursuit,1964.89,6
"You Really Got Me","The Kinks",Serenade,1964.89,5
"Mountain Of Love","Johnny Rivers",Heartache,1964.91,2
"Mr. Lonely","Bobby Vinton",Heartache,1964.91,9
"Come See About Me","The Supremes",Heartache,1964.93,9
"I'm Gonna Be Strong","Gene Pitney",Heartache,1964.93,3
"Dance, Dance, Dance","The Beach Boys",,1964.95,3
"I Feel Fine","The Beatles",Serenade,1964.95,7
"Goin' Out Of My Head","Little Anthony And The Imperials",Heartache,1964.97,5
"She's A Woman","The Beatles",Serenade,1964.99,2
"The Jerk","The Larks",,1964.99,5
"The Wedding","Julie Rogers",Serenade,1965.01,2
"Amen","The Impressions",,1965.01,2
"Love Potion Number Nine","The Searchers",Pursuit,1965.01,6
"Downtown","Petula Clark",,1965.02,9
"You've Lost That Lovin' Feelin'","The Righteous Brothers",Heartache,1965.02,9
"How Sweet It Is To Be Loved By You","Marvin Gaye",Serenade,1965.04,4
"Keep Searchin' (We'll Follow The Sun)","Del Shannon",Serenade,1965.04,3
"The Name Game","Shirley Ellis",,1965.06,5
"Hold What You've Got","Joe Tex",Serenade,1965.08,3
"This Diamond Ring","Gary Lewis And The Playboys",Heartache,1965.08,9
"All Day And All Of The Night","The Kinks",Serenade,1965.08,4
"Shake","Sam Cooke",,1965.1,4
"My Girl","The Temptations",Serenade,1965.1,8
"The Jolly Green Giant","The Kingsmen",,1965.12,5
"I Go To Pieces","Peter And Gordon",Heartache,1965.12,3
"The Boy From New York City","The Ad Libs",Pursuit,1965.14,2
"King Of The Road","Roger Miller",,1965.16,7
"Tell Her No","The Zombies",It's Complicated,1965.16,2
"Ferry Cross The Mersey","Gerry And The Pacemakers",,1965.18,4
"The Birds And The Bees","Jewel Akens",Pursuit,1965.18,6
"Eight Days A Week","The Beatles",Serenade,1965.18,5
"Hurt So Bad","Little Anthony And The Imperials",Heartache,1965.2,1
"Stop! In The Name Of Love","The Supremes",It's Complicated,1965.2,8
"Can't You Hear My Heartbeat","Herman's Hermits",Heartache,1965.2,6
"Shotgun","Jr. Walker & The All Stars",,1965.22,6
"Goldfinger","Shirley Bassey",,1965.22,3
"Nowhere To Run","Martha & The Vandellas",It's Complicated,1965.25,3
"I'm Telling You Now","Freddie And The Dreamers",Serenade,1965.25,6
"Red Roses For A Blue Lady","Vic Dana",Pursuit,1965.25,2
"Game Of Love","Wayne Fontana|The Mindbenders",Pursuit,1965.27,5
"I Know A Place","Petula Clark",,1965.27,6
"Go Now!","The Moody Blues",Heartache,1965.29,1
"Tired Of Waiting For You","The Kinks",Heartache,1965.29,3
"The Clapping Song (Clap Pat Clap Slap)","Shirley Ellis",,1965.29,2
"I'll Never Find Another You","The Seekers",Serenade,1965.31,6
"Silhouettes","Herman's Hermits",Heartache,1965.31,5
"Mrs. Brown You've Got A Lovely Daughter","Herman's Hermits",Heartache,1965.31,7
"Count Me In","Gary Lewis And The Playboys",Serenade,1965.33,5
"The Last Time","The Rolling Stones",Serenade,1965.33,2
"Ticket To Ride","The Beatles",,1965.35,6
"Cast Your Fate To The Wind","Sounds Orchestral",,1965.35,1
"Wooly Bully","Sam The Sham and the Pharaohs",,1965.37,9
"Help Me, Rhonda","The Beach Boys",Heartache,1965.37,7
"Just Once In My Life","The Righteous Brothers",Serenade,1965.37,2
"I'll Be Doggone","Marvin Gaye",It's Complicated,1965.37,1
"Crying In The Chapel","Elvis Presley|The Jordanaires",,1965.39,7
"Back In My Arms Again","The Supremes",Serenade,1965.39,5
"It's Not Unusual","Tom Jones",Serenade,1965.41,2
"Just A Little","The Beau Brummels",Heartache,1965.41,3
"Engine Engine #9","Roger Miller",Heartache,1965.43,3
"I Can't Help Myself (Sugar Pie Honey Bunch)","Four Tops",Serenade,1965.43,10
"Wonderful World","Herman's Hermits",Serenade,1965.45,5
"Mr. Tambourine Man","The Byrds",,1965.45,7
"Hush, Hush, Sweet Charlotte","Patti Page",Heartache,1965.46,2
"For Your Love","The Yardbirds",Pursuit,1965.46,3
"Seventh Son","Johnny Rivers",,1965.48,6
"(I Can't Get No) Satisfaction","The Rolling Stones",,1965.48,9
"Yes, I'm Ready","Barbara Mason",Pursuit,1965.5,6
"What The World Needs Now Is Love","Jackie DeShannon",,1965.5,5
"Cara, Mia","Jay & The Americans",Serenade,1965.52,5
"You Turn Me On (Turn On Song)","Ian Whitcomb And Bluesville",Sexual Confidence,1965.52,3
"I'm Henry VIII, I Am","Herman's Hermits",,1965.54,6
"What's New Pussycat?","Tom Jones",It's Complicated,1965.54,5
"I Like It Like That","The Dave Clark Five",,1965.58,2
"Save Your Heart For Me","Gary Lewis And The Playboys",Heartache,1965.58,5
"Don't Just Stand There","Patty Duke",It's Complicated,1965.6,3
"I Got You Babe","Sonny & Cher",Serenade,1965.6,7
"Down In The Boondocks","Billy Joe Royal",Heartache,1965.62,3
"Unchained Melody","The Righteous Brothers",Heartache,1965.62,5
"California Girls","The Beach Boys",Serenade,1965.62,5
"It's The Same Old Song","Four Tops",Heartache,1965.62,4
"Help!","The Beatles",,1965.64,6
"Papa's Got A Brand New Bag (Part I)","James Brown And The Famous Flames",,1965.66,3
"Hold Me, Thrill Me, Kiss Me","Mel Carter",Serenade,1965.66,2
"Like A Rolling Stone","Bob Dylan",,1965.66,5
"You Were On My Mind","We Five",Serenade,1965.67,6
"Eve Of Destruction","Barry McGuire",,1965.67,7
"It Ain't Me Babe","The Turtles",Good Riddance,1965.69,3
"The ""In"" Crowd","Ramsey Lewis Trio",,1965.69,6
"Hang On Sloopy","The McCoys",Serenade,1965.71,7
"Heart Full Of Soul","The Yardbirds",Heartache,1965.71,2
"Catch Us If You Can","The Dave Clark Five",Serenade,1965.71,4
"Laugh At Me","Sonny",,1965.73,2
"Baby Don't Go","Sonny & Cher",Heartache,1965.75,3
"You've Got Your Troubles","The Fortunes",It's Complicated,1965.75,2
"Treat Her Right","Roy Head And The Traits",Serenade,1965.75,5
"Yesterday","The Beatles",Heartache,1965.75,6
"Do You Believe In Magic","The Lovin' Spoonful",,1965.77,2
"A Lover's Concerto","The Toys",Serenade,1965.79,6
"Keep On Dancing","The Gentrys",,1965.79,4
"Just A Little Bit Better","Herman's Hermits",Serenade,1965.79,2
"Everybody Loves A Clown","Gary Lewis And The Playboys",Heartache,1965.81,4
"Get Off Of My Cloud","The Rolling Stones",,1965.81,6
"Positively 4th Street","Bob Dylan",,1965.81,3
"You're The One","The Vogues",Serenade,1965.81,5
"1-2-3","Len Barry",Serenade,1965.83,7
"Rescue Me","Fontella Bass",Heartache,1965.85,6
"Taste Of Honey","Herb Alpert And Tijuana Brass",,1965.85,6
"I Hear A Symphony","The Supremes",Serenade,1965.87,6
"Ain't That Peculiar","Marvin Gaye",It's Complicated,1965.87,4
"Let's Hang On!","The 4 Seasons|Frankie Valli",Heartache,1965.87,8
"Turn! Turn! Turn! (To Everything There Is A Season)","The Byrds",,1965.89,8
"You've Got To Hide Your Love Away","The Silkie",It's Complicated,1965.9,1
"I Got You (I Feel Good)","James Brown And The Famous Flames",,1965.9,7
"Over And Over","The Dave Clark Five",It's Complicated,1965.92,6
"I Can Never Go Home Anymore","The Shangri-Las",Heartache,1965.92,4
"I Will","Dean Martin",Serenade,1965.94,2
"Fever","The McCoys",Sexual Confidence,1965.96,3
"Make The World Go Away","Eddy Arnold",Serenade,1965.96,3
"England Swings","Roger Miller",,1965.96,3
"The Sound Of Silence","Simon & Garfunkel",,1965.98,5
"Ebb Tide","The Righteous Brothers",Serenade,1965.98,4
"We Can Work It Out","The Beatles",It's Complicated,1966,7
"Flowers On The Wall","The Statler Brothers",,1966.02,2
"Five O'Clock World","The Vogues",,1966.02,6
"She's Just My Style","Gary Lewis And The Playboys",Serenade,1966.02,5
"Day Tripper","The Beatles",,1966.02,3
"No Matter What Shape (Your Stomach's In)","The T-Bones",,1966.04,6
"The Men In My Little Girl's Life","Mike Douglas",,1966.04,4
"As Tears Go By","The Rolling Stones",,1966.04,3
"A Must To Avoid","Herman's Hermits",,1966.06,3
"You Didn't Have To Be So Nice","The Lovin' Spoonful",Serenade,1966.06,1
"Barbara Ann","The Beach Boys",,1966.08,4
"Jenny Take A Ride!","Mitch Ryder And The Detroit Wheels",Pursuit,1966.08,1
"My Love","Petula Clark",Serenade,1966.08,6
"Lightnin' Strikes","Lou Christie",It's Complicated,1966.1,6
"Crying Time","Ray Charles",,1966.1,3
"Uptight (Everything's Alright)","Stevie Wonder",Serenade,1966.12,4
"My World Is Empty Without You","The Supremes",Heartache,1966.12,4
"Don't Mess With Bill","The Marvelettes",It's Complicated,1966.12,3
"The Ballad Of The Green Berets","SSgt Barry Sadler",,1966.14,9
"These Boots Are Made For Walkin'","Nancy Sinatra",Good Riddance,1966.14,7
"Elusive Butterfly","Bob Lind",Heartache,1966.16,5
"California Dreamin'","The Mamas & The Papas",,1966.16,7
"Working My Way Back To You","The 4 Seasons|Frankie Valli",Heartache,1966.16,2
"Listen People","Herman's Hermits",,1966.17,4
"I Fought The Law","Bobby Fuller Four",,1966.19,2
"Homeward Bound","Simon & Garfunkel",Heartache,1966.19,4
"Nowhere Man","The Beatles",,1966.19,5
"19th Nervous Breakdown","The Rolling Stones",,1966.19,6
"Daydream","The Lovin' Spoonful",,1966.21,7
"(You're My) Soul And Inspiration","The Righteous Brothers",Serenade,1966.23,8
"Bang Bang (My Baby Shot Me Down)","Cher",Heartache,1966.25,6
"Sure Gonna Miss Her","Gary Lewis And The Playboys",Heartache,1966.25,2
"I'm So Lonesome I Could Cry","B.J. Thomas|The Triumphs",,1966.27,3
"Secret Agent Man","Johnny Rivers",,1966.27,5
"Time Won't Let Me","The Outsiders",Pursuit,1966.29,3
"Good Lovin'","The Young Rascals",Pursuit,1966.29,7
"Kicks","Paul Revere & The Raiders|Mark Lindsay",,1966.29,6
"Sloop John B","The Beach Boys",,1966.31,5
"Monday, Monday","The Mamas & The Papas",It's Complicated,1966.31,8
"Leaning On The Lamp Post","Herman's Hermits",Pursuit,1966.33,2
"Rainy Day Women #12 & 35","Bob Dylan",,1966.35,5
"Gloria","Shadows Of Knight",Pursuit,1966.35,2
"When A Man Loves A Woman","Percy Sledge",Serenade,1966.37,6
"How Does That Grab You, Darlin'?","Nancy Sinatra",Good Riddance,1966.37,2
"Message To Michael","Dionne Warwick",Heartache,1966.37,2
"Love Is Like An Itching In My Heart","The Supremes",Pursuit,1966.39,2
"A Groovy Kind Of Love","The Mindbenders",Serenade,1966.39,5
"Did You Ever Have To Make Up Your Mind?","The Lovin' Spoonful",It's Complicated,1966.4,6
"I Am A Rock","Simon & Garfunkel",,1966.4,6
"It's A Man's Man's Man's World","James Brown And The Famous Flames",,1966.4,3
"Paint It, Black","The Rolling Stones",Heartache,1966.4,7
"Green Grass","Gary Lewis And The Playboys",,1966.42,3
"Strangers In The Night","Frank Sinatra",Pursuit,1966.42,7
"Barefootin'","Robert Parker",,1966.44,4
"Cool Jerk","The Capitols",,1966.46,4
"Red Rubber Ball","The Cyrkle",Good Riddance,1966.46,6
